Year,Datetime,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Win conditions,Attendance,Half-time Home Goals,Half-time Away Goals,Referee,Assistant 1,Assistant 2,RoundID,MatchID,Home Team Initials,Away Team Initials,Result,Total Goals
1958,1958-06-11 19:00:00,Group Stage,Rasunda Stadium,Solna ,Mexico,1,1,Wales, ,15150,0,1,LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),220,1418,MEX,WAL,Draw,2
1958,1958-06-11 19:00:00,Group Stage,Idrottsparken,Norrk�Ping ,Paraguay,3,2,Scotland, ,11665,2,1,ORLANDINI Vincenzo (ITA),GARDEAZABAL Juan (ESP),ANDREN Bengt (SWE),220,1423,PAR,SCO,Home Win,5
1958,1958-06-11 19:00:00,Group Stage,Arosvallen,Vasteras ,Yugoslavia,3,2,France, ,12217,1,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),DRAGVOLL Georg (NOR),220,1388,YUG,FRA,Home Win,5
1958,1958-06-11 19:00:00,Group Stage,Ryavallen,Boras ,Soviet Union,2,0,Austria, ,21239,1,0,JORGENSEN Carl Frederik (DEN),NILSEN Birger (NOR),ACKEBORN Gosta (SWE),220,1332,URS,AUT,Home Win,2
1958,1958-06-11 19:00:00,Group Stage,Olympia Stadium,Helsingborg ,Germany,2,2,Czechoslovakia, ,25000,0,2,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1391,FRG,TCH,Draw,4
1958,1958-06-11 19:00:00,Group Stage,Orjans Vall,Halmstad ,Argentina,3,1,Northern Ireland, ,14174,1,1,AHLNER Sten (SWE),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),220,1324,ARG,NIR,Home Win,4
1958,1958-06-12 19:00:00,Group Stage,Rasunda Stadium,Solna ,Sweden,2,1,Hungary, ,38850,1,0,MOWAT Jack (SCO),VAN NUFFEL Lucien (BEL),DRAGVOLL Georg (NOR),220,1406,SWE,HUN,Home Win,3
1958,1958-06-15 14:00:00,Group Stage,Rasunda Stadium,Solna ,Sweden,0,0,Wales, ,30287,0,0,VAN NUFFEL Lucien (BEL),LEMESIC Leo (YUG),LATYCHEV Nikolaj (URS),220,1438,SWE,WAL,Draw,0
1958,1958-06-15 19:00:00,Group Stage,Nya Ullevi,Gothenburg ,Brazil,2,0,Soviet Union, ,50928,1,0,GUIGUE Maurice (FRA),NILSEN Birger (NOR),JORGENSEN Carl Frederik (DEN),220,1344,BRA,URS,Home Win,2
1958,1958-06-15 19:00:00,Group Stage,Malmo Stadion,Malm� ,Germany,2,2,Northern Ireland, ,21990,1,1,FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),HELGE Leo (DEN),220,1389,FRG,NIR,Draw,4
1958,1958-06-15 19:00:00,Group Stage,Jarnvallen,Sandviken ,Hungary,4,0,Mexico, ,13300,1,0,ERIKSSON Arne (FIN),CODESAL Jose Maria (URU),MOWAT Jack (SCO),220,1403,HUN,MEX,Home Win,4
1958,1958-06-15 19:00:00,Group Stage,Tunavallen,Eskilstuna ,Paraguay,3,3,Yugoslavia, ,13103,1,2,MACKO Martin (TCH),GRIFFITHS Benjamin (WAL),GARDEAZABAL Juan (ESP),220,1426,PAR,YUG,Draw,6
1958,1958-06-15 19:00:00,Group Stage,Eyravallen,Orebro ,France,2,1,Scotland, ,13554,2,0,BROZZI Juan (ARG),ORLANDINI Vincenzo (ITA),WYSSLING Paul (SUI),220,1387,FRA,SCO,Home Win,3
1958,1958-06-15 19:00:00,Group Stage,Ryavallen,Boras ,England,2,2,Austria, ,15872,0,1,BRONKHORST Jan (NED),DUSCH Albert (GER),ZSOLT Istvan (HUN),220,1327,ENG,AUT,Draw,4
1958,1958-06-15 19:00:00,Group Stage,Olympia Stadium,Helsingborg ,Czechoslovakia,6,1,Argentina, ,16418,3,0,ELLIS Arthur (ENG),LEAFE Reginald (ENG),SEIPELT Fritz (AUT),220,1325,TCH,ARG,Home Win,7
1958,1958-06-17 19:00:00,Group Stage,Nya Ullevi,Gothenburg ,Soviet Union,1,0,England, ,23182,0,0,DUSCH Albert (GER),BRONKHORST Jan (NED),SEIPELT Fritz (AUT),220,1373,URS,ENG,Home Win,1
1958,1958-06-17 19:00:00,Group Stage,Malmo Stadion,Malm� ,Northern Ireland,2,1,Czechoslovakia,Northern Ireland win after extra time ,6196,0,0,GUIGUE Maurice (FRA),FERNANDES CAMPOS Joaquim (POR),AHLNER Sten (SWE),220,1422,NIR,TCH,Home Win,3
1958,1958-06-17 19:00:00,Group Stage,Rasunda Stadium,Solna ,Wales,2,1,Hungary, ,2823,0,1,LATYCHEV Nikolaj (URS),CODESAL Jose Maria (URU),ERIKSSON Arne (FIN),220,1408,WAL,HUN,Home Win,3
1958,1958-06-19 19:00:00,Quarter-finals,Nya Ullevi,Gothenburg ,Brazil,1,0,Wales, ,25923,0,0,SEIPELT Fritz (AUT),GUIGUE Maurice (FRA),DUSCH Albert (GER),221,1345,BRA,WAL,Home Win,1
1958,1958-06-19 19:00:00,Quarter-finals,Malmo Stadion,Malm� ,Germany,1,0,Yugoslavia, ,20055,1,0,WYSSLING Paul (SUI),FERNANDES CAMPOS Joaquim (POR),HELGE Leo (DEN),221,1392,FRG,YUG,Home Win,1
1958,1958-06-19 19:00:00,Quarter-finals,Rasunda Stadium,Solna ,Sweden,2,0,Soviet Union, ,31900,0,0,LEAFE Reginald (ENG),BROZZI Juan (ARG),DRAGVOLL Georg (NOR),221,1437,SWE,URS,Home Win,2
1958,1958-06-19 19:00:00,Quarter-finals,Idrottsparken,Norrk�Ping ,France,4,0,Northern Ireland, ,11800,1,0,GARDEAZABAL Juan (ESP),LATYCHEV Nikolaj (URS),ANDREN Bengt (SWE),221,1385,FRA,NIR,Home Win,4
1958,1958-06-24 19:00:00,Semi-finals,Nya Ullevi,Gothenburg ,Sweden,3,1,Germany, ,49471,1,1,ZSOLT Istvan (HUN),SEIPELT Fritz (AUT),ELLIS Arthur (ENG),488,1390,SWE,FRG,Home Win,4
1958,1958-06-24 19:00:00,Semi-finals,Rasunda Stadium,Solna ,Brazil,5,2,France, ,27100,2,1,GRIFFITHS Benjamin (WAL),WYSSLING Paul (SUI),LEAFE Reginald (ENG),488,1340,BRA,FRA,Home Win,7
1958,1958-06-28 17:00:00,Third Place,Nya Ullevi,Gothenburg ,France,6,3,Germany, ,32483,3,1,BROZZI Juan (ARG),ELLIS Arthur (ENG),LUNDELL Bengt (SWE),3483,1382,FRA,FRG,Home Win,9
1958,1958-06-29 15:00:00,Final,Rasunda Stadium,Solna ,Brazil,5,2,Sweden, ,49737,2,1,GUIGUE Maurice (FRA),DUSCH Albert (GER),GARDEAZABAL Juan (ESP),3482,1343,BRA,SWE,Home Win,7
1962,1962-05-30 15:00:00,Group Stage,Carlos Dittborn,Arica ,Uruguay,2,1,Colombia, ,7908,0,1,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231,1479,URU,COL,Home Win,3
1962,1962-05-30 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,2,0,Mexico, ,10484,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),SCHWINTE Pierre (FRA),231,1461,BRA,MEX,Home Win,2
1962,1962-05-30 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Argentina,1,0,Bulgaria, ,7134,1,0,GARDEAZABAL Juan (ESP),BUERGO Fernando (MEX),MORGAN Raymond (CAN),231,1447,ARG,BUL,Home Win,1
1962,1962-05-30 15:00:00,Group Stage,Nacional,Santiago De Chile ,Chile,3,1,Switzerland, ,65006,1,1,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),231,1473,CHI,SUI,Home Win,4
1962,1962-05-31 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,2,0,Yugoslavia, ,9622,0,0,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),231,1563,URS,YUG,Home Win,2
1962,1962-05-31 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Czechoslovakia,1,0,Spain, ,12700,0,0,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),231,1498,TCH,ESP,Home Win,1
1962,1962-05-31 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,2,1,England, ,7938,1,0,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),231,1490,HUN,ENG,Home Win,3
1962,1962-05-31 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany,0,0,Italy, ,65440,0,0,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),231,1507,FRG,ITA,Draw,0
1962,1962-06-02 15:00:00,Group Stage,Carlos Dittborn,Arica ,Yugoslavia,3,1,Uruguay, ,8829,2,1,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231,1564,YUG,URU,Home Win,4
1962,1962-06-02 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,0,0,Czechoslovakia, ,14903,0,0,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),231,1462,BRA,TCH,Draw,0
1962,1962-06-02 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,England,3,1,Argentina, ,9794,2,0,LATYCHEV Nikolaj (URS),REGINATO Adolfe Molina (CHI),MORGAN Raymond (CAN),231,1450,ENG,ARG,Home Win,4
1962,1962-06-02 15:00:00,Group Stage,Nacional,Santiago De Chile ,Chile,2,0,Italy, ,66057,0,0,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),231,1472,CHI,ITA,Home Win,2
1962,1962-06-03 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,4,4,Colombia, ,8040,3,1,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),231,1478,URS,COL,Draw,8
1962,1962-06-03 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Spain,1,0,Mexico, ,11875,0,0,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),231,1497,ESP,MEX,Home Win,1
1962,1962-06-03 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,6,1,Bulgaria, ,7442,4,0,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),231,1470,HUN,BUL,Home Win,7
1962,1962-06-03 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany,2,1,Switzerland, ,64922,1,0,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),231,1510,FRG,SUI,Home Win,3
1962,1962-06-06 15:00:00,Group Stage,Carlos Dittborn,Arica ,Soviet Union,2,1,Uruguay, ,9973,1,0,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),231,1562,URS,URU,Home Win,3
1962,1962-06-06 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Brazil,2,1,Spain, ,18715,0,1,BUSTAMANTE Sergio (CHI),MARINO Esteban (URU),SUNDHEIM Jose Antonio (COL),231,1460,BRA,ESP,Home Win,3
1962,1962-06-06 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,Hungary,0,0,Argentina, ,7945,0,0,YAMASAKI MALDONADO Arturo (MEX),BULNES R. (CHI),GARDEAZABAL Juan (ESP),231,1451,HUN,ARG,Draw,0
1962,1962-06-06 15:00:00,Group Stage,Nacional,Santiago De Chile ,Germany,2,0,Chile, ,67224,1,0,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),231,1471,FRG,CHI,Home Win,2
1962,1962-06-07 15:00:00,Group Stage,Carlos Dittborn,Arica ,Yugoslavia,5,0,Colombia, ,7167,2,0,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231,1480,YUG,COL,Home Win,5
1962,1962-06-07 15:00:00,Group Stage,Estadio Sausalito,Vina Del Mar ,Mexico,3,1,Czechoslovakia, ,10648,2,1,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),231,1544,MEX,TCH,Home Win,4
1962,1962-06-07 15:00:00,Group Stage,Estadio El Teniente-Codelco,Rancagua ,England,0,0,Bulgaria, ,5700,0,0,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),231,1464,ENG,BUL,Draw,0
1962,1962-06-07 15:00:00,Group Stage,Nacional,Santiago De Chile ,Italy,3,0,Switzerland, ,59828,1,0,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),231,1532,ITA,SUI,Home Win,3
1962,1962-06-10 14:30:00,Quarter-finals,Carlos Dittborn,Arica ,Chile,2,1,Soviet Union, ,17268,2,1,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),232,1474,CHI,URS,Home Win,3
1962,1962-06-10 14:30:00,Quarter-finals,Estadio Sausalito,Vina Del Mar ,Brazil,3,1,England, ,17736,1,1,SCHWINTE Pierre (FRA),DIENST Gottfried (SUI),BUSTAMANTE Sergio (CHI),232,1459,BRA,ENG,Home Win,4
1962,1962-06-10 14:30:00,Quarter-finals,Estadio El Teniente-Codelco,Rancagua ,Czechoslovakia,1,0,Hungary, ,11690,1,0,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),232,1525,TCH,HUN,Home Win,1
1962,1962-06-10 14:30:00,Quarter-finals,Nacional,Santiago De Chile ,Yugoslavia,1,0,Germany, ,63324,0,0,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),232,1511,YUG,FRG,Home Win,1
1962,1962-06-13 14:30:00,Semi-finals,Estadio Sausalito,Vina Del Mar ,Czechoslovakia,3,1,Yugoslavia, ,5890,0,0,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),514,1559,TCH,YUG,Home Win,4
1962,1962-06-13 14:30:00,Semi-finals,Nacional,Santiago De Chile ,Brazil,4,2,Chile, ,76594,2,1,YAMASAKI MALDONADO Arturo (MEX),MARINO Esteban (URU),VENTRE Luis Antonio (ARG),514,1458,BRA,CHI,Home Win,6
1962,1962-06-16 14:30:00,Third Place,Nacional,Santiago De Chile ,Chile,1,0,Yugoslavia, ,66697,0,0,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),3481,1475,CHI,YUG,Home Win,1
1962,1962-06-17 14:30:00,Final,Nacional,Santiago De Chile ,Brazil,3,1,Czechoslovakia, ,68679,1,1,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,BRA,TCH,Home Win,4
1966,1966-07-11 19:30:00,Group Stage,Wembley Stadium,London ,England,0,0,Uruguay, ,87148,0,0,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),238,1636,ENG,URU,Draw,0
1966,1966-07-12 19:30:00,Group Stage,Hillsborough,Sheffield ,Germany,5,0,Switzerland, ,36127,3,0,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),238,1656,FRG,SUI,Home Win,5
1966,1966-07-12 19:30:00,Group Stage,Goodison Park,Liverpool ,Brazil,2,0,Bulgaria, ,47308,1,0,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,BRA,BUL,Home Win,2
1966,1966-07-12 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Soviet Union,3,0,Korea DPR, ,23006,2,0,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),238,1710,URS,PRK,Home Win,3
1966,1966-07-13 19:30:00,Group Stage,Wembley Stadium,London ,France,1,1,Mexico, ,69237,0,0,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),238,1650,FRA,MEX,Draw,2
1966,1966-07-13 19:30:00,Group Stage,Old Trafford Stadium,Manchester ,Portugal,3,1,Hungary, ,29886,1,0,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),238,1675,POR,HUN,Home Win,4
1966,1966-07-13 19:30:00,Group Stage,Villa Park,Birmingham ,Argentina,2,1,Spain, ,42738,0,0,RUMENTCHEV Dimitar (BUL),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),238,1578,ARG,ESP,Home Win,3
1966,1966-07-13 19:30:00,Group Stage,Roker Park Ground,Sunderland ,Italy,2,0,Chile, ,27199,1,0,DIENST Gottfried (SUI),FINNEY Jim (ENG),KREITLEIN Rudolf (GER),238,1608,ITA,CHI,Home Win,2
1966,1966-07-15 19:30:00,Group Stage,White City,London ,Uruguay,2,1,France, ,45662,2,1,GALBA Karol (TCH),CALLAGHAN Leo (WAL),MARQUES Armando (BRA),238,1653,URU,FRA,Home Win,3
1966,1966-07-15 19:30:00,Group Stage,Hillsborough,Sheffield ,Spain,2,1,Switzerland, ,32028,0,1,BAKHRAMOV Tofik (URS),ZSOLT Istvan (HUN),PHILLIPS Hugh (SCO),238,1641,ESP,SUI,Home Win,3
1966,1966-07-15 19:30:00,Group Stage,Goodison Park,Liverpool ,Hungary,3,1,Brazil, ,51387,1,1,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),238,1597,HUN,BRA,Home Win,4
1966,1966-07-15 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Korea DPR,1,1,Chile, ,13792,0,1,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),238,1609,PRK,CHI,Draw,2
1966,1966-07-16 15:00:00,Group Stage,Old Trafford Stadium,Manchester ,Portugal,3,0,Bulgaria, ,25438,2,0,CODESAL Jose Maria (URU),GOICOECHEA Roberto (ARG),TSCHENSCHER Kurt (GER),238,1602,POR,BUL,Home Win,3
1966,1966-07-16 15:00:00,Group Stage,Villa Park,Birmingham ,Germany,0,0,Argentina, ,46587,0,0,ZECEVIC Konstantin (YUG),FERNANDES CAMPOS Joaquim (POR),LOEOEW Bertil (SWE),238,1579,FRG,ARG,Draw,0
1966,1966-07-16 15:00:00,Group Stage,Roker Park Ground,Sunderland ,Soviet Union,1,0,Italy, ,27793,0,0,KREITLEIN Rudolf (GER),CRAWFORD William (SCO),KANDIL Aly Hussein (EGY),238,1682,URS,ITA,Home Win,1
1966,1966-07-16 19:30:00,Group Stage,Wembley Stadium,London ,England,2,0,Mexico, ,92570,1,0,LO BELLO Concetto (ITA),CHOI Duk Ryong (PRK),ASHKENAZI Menachem (ISR),238,1634,ENG,MEX,Home Win,2
1966,1966-07-19 16:30:00,Group Stage,Wembley Stadium,London ,Uruguay,0,0,Mexico, ,61112,0,0,LOEOEW Bertil (SWE),VICUNA Claudio (CHI),LO BELLO Concetto (ITA),238,1689,URU,MEX,Draw,0
1966,1966-07-19 19:30:00,Group Stage,Hillsborough,Sheffield ,Argentina,2,0,Switzerland, ,32127,0,0,FERNANDES CAMPOS Joaquim (POR),ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),238,1582,ARG,SUI,Home Win,2
1966,1966-07-19 19:30:00,Group Stage,Goodison Park,Liverpool ,Portugal,3,1,Brazil, ,58479,2,0,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),238,1598,POR,BRA,Home Win,4
1966,1966-07-19 19:30:00,Group Stage,Ayresome Park,Middlesbrough ,Korea DPR,1,0,Italy, ,17829,1,0,SCHWINTE Pierre (FRA),ADAIR John (NIR),TAYLOR John (ENG),238,1679,PRK,ITA,Home Win,1
1966,1966-07-20 19:30:00,Group Stage,Wembley Stadium,London ,England,2,0,France, ,98270,1,0,YAMASAKI MALDONADO Arturo (MEX),GALBA Karol (TCH),RUMENTCHEV Dimitar (BUL),238,1632,ENG,FRA,Home Win,2
1966,1966-07-20 19:30:00,Group Stage,Old Trafford Stadium,Manchester ,Hungary,3,1,Bulgaria, ,24129,2,1,GOICOECHEA Roberto (ARG),GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),238,1599,HUN,BUL,Home Win,4
1966,1966-07-20 19:30:00,Group Stage,Villa Park,Birmingham ,Germany,2,1,Spain, ,42187,1,1,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),238,1637,FRG,ESP,Home Win,3
1966,1966-07-20 19:30:00,Group Stage,Roker Park Ground,Sunderland ,Soviet Union,2,1,Chile, ,16027,1,1,ADAIR John (NIR),SCHWINTE Pierre (FRA),CLEMENTS William (ENG),238,1610,URS,CHI,Home Win,3
1966,1966-07-23 15:00:00,Quarter-finals,Wembley Stadium,London ,England,1,0,Argentina, ,90584,0,0,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),239,1577,ENG,ARG,Home Win,1
1966,1966-07-23 15:00:00,Quarter-finals,Hillsborough,Sheffield ,Germany,4,0,Uruguay, ,40007,1,0,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239,1660,FRG,URU,Home Win,4
1966,1966-07-23 15:00:00,Quarter-finals,Roker Park Ground,Sunderland ,Soviet Union,2,1,Hungary, ,26844,1,0,GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),FERNANDES CAMPOS Joaquim (POR),239,1676,URS,HUN,Home Win,3
1966,1966-07-23 15:00:00,Quarter-finals,Goodison Park,Liverpool ,Portugal,5,3,Korea DPR, ,40248,2,3,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239,1702,POR,PRK,Home Win,8
1966,1966-07-25 19:30:00,Semi-finals,Goodison Park,Liverpool ,Germany,2,1,Soviet Union, ,38273,1,0,LO BELLO Concetto (ITA),CODESAL Jose Maria (URU),GARDEAZABAL Juan (ESP),536,1659,FRG,URS,Home Win,3
1966,1966-07-26 19:30:00,Semi-finals,Wembley Stadium,London ,England,2,1,Portugal, ,94493,1,0,SCHWINTE Pierre (FRA),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),536,1635,ENG,POR,Home Win,3
1966,1966-07-28 19:30:00,Third Place,Wembley Stadium,London ,Portugal,2,1,Soviet Union, ,87696,1,1,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),KANDIL Aly Hussein (EGY),3479,1709,POR,URS,Home Win,3
1966,1966-07-30 15:00:00,Final,Wembley Stadium,London ,England,4,2,Germany,England win after extra time ,96924,0,0,DIENST Gottfried (SUI),BAKHRAMOV Tofik (URS),GALBA Karol (TCH),3478,1633,ENG,FRG,Home Win,6
1970,1970-05-31 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Mexico,0,0,Soviet Union, ,107160,0,0,TSCHENSCHER Kurt (GER),DUNSTAN Keith (BER),TAYLOR John (ENG),250,1902,MEX,URS,Draw,0
1970,1970-06-02 16:00:00,Group Stage,Cuauhtemoc,Puebla ,Uruguay,2,0,Israel, ,20654,1,0,DAVIDSON Bob (SCO),SCHEURER Ruedi (SUI),TAREKEGN Seyoum (ETH),250,1881,URU,ISR,Home Win,2
1970,1970-06-02 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Peru,3,2,Bulgaria, ,13765,0,1,SBARDELLA Antonio (ITA),AGUILAR ELIZALDE Abel (MEX),MARUYAMA Yoshiyuki (JPN),250,1780,PER,BUL,Home Win,5
1970,1970-06-02 16:00:00,Group Stage,Jalisco,Guadalajara ,England,1,0,Romania, ,50560,0,0,LORAUX Vital (BEL),MACHIN Roger (FRA),DE LEO Diego (MEX),250,1812,ENG,ROU,Home Win,1
1970,1970-06-03 16:00:00,Group Stage,Luis Dosal,Toluca ,Italy,1,0,Sweden, ,13433,1,0,TAYLOR John (ENG),SCHEURER Ruedi (SUI),KANDIL Aly Hussein (EGY),250,1883,ITA,SWE,Home Win,1
1970,1970-06-03 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Germany,2,1,Morocco, ,12942,0,1,VAN RAVENS Laurens (NED),ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),250,1839,FRG,MAR,Home Win,3
1970,1970-06-03 16:00:00,Group Stage,Jalisco,Guadalajara ,Brazil,4,1,Czechoslovakia, ,52897,1,1,BARRETO RUIZ Ramon (URU),KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),250,1770,BRA,TCH,Home Win,5
1970,1970-06-03 16:00:00,Group Stage,Estadio Azteca,Mexico City ,Belgium,3,0,El Salvador, ,92205,1,0,RADULESCU Andrei (ROU),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),250,1747,BEL,SLV,Home Win,3
1970,1970-06-06 16:00:00,Group Stage,Cuauhtemoc,Puebla ,Uruguay,0,0,Italy, ,29968,0,0,GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),HORVAT Drago (YUG),250,1884,URU,ITA,Draw,0
1970,1970-06-06 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Peru,3,0,Morocco, ,13537,0,0,BAKHRAMOV Tofik (URS),MARUYAMA Yoshiyuki (JPN),SBARDELLA Antonio (ITA),250,1893,PER,MAR,Home Win,3
1970,1970-06-06 16:00:00,Group Stage,Jalisco,Guadalajara ,Romania,2,1,Czechoslovakia, ,56818,0,1,DE LEO Diego (MEX),EMSBERGER Gyula (HUN),LORAUX Vital (BEL),250,1919,ROU,TCH,Home Win,3
1970,1970-06-06 16:00:00,Group Stage,Estadio Azteca,Mexico City ,Soviet Union,4,1,Belgium, ,95261,1,0,SCHEURER Ruedi (SUI),LANDAUER Henry (USA),DAVIDSON Bob (SCO),250,1753,URS,BEL,Home Win,5
1970,1970-06-07 12:00:00,Group Stage,Luis Dosal,Toluca ,Sweden,1,1,Israel, ,9624,0,0,TAREKEGN Seyoum (ETH),RADULESCU Andrei (ROU),HORVAT Drago (YUG),250,1880,SWE,ISR,Draw,2
1970,1970-06-07 12:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Germany,5,2,Bulgaria, ,12710,2,1,ORTIZ DE MENDIBIL Jose Maria (ESP),VELASQUEZ Guillermo (COL),SALDANHA RIBEIRO Antonio (POR),250,1774,FRG,BUL,Home Win,7
1970,1970-06-07 12:00:00,Group Stage,Jalisco,Guadalajara ,Brazil,1,0,England, ,66843,0,0,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),250,1764,BRA,ENG,Home Win,1
1970,1970-06-07 12:00:00,Group Stage,Estadio Azteca,Mexico City ,Mexico,4,0,El Salvador, ,103058,1,0,KANDIL Aly Hussein (EGY),DUNSTAN Keith (BER),TAYLOR John (ENG),250,1820,MEX,SLV,Home Win,4
1970,1970-06-10 16:00:00,Group Stage,Cuauhtemoc,Puebla ,Sweden,1,0,Uruguay, ,18163,0,0,LANDAUER Henry (USA),TAYLOR John (ENG),RADULESCU Andrei (ROU),250,1922,SWE,URU,Home Win,1
1970,1970-06-10 16:00:00,Group Stage,Nou Camp - Estadio Le�n,Leon ,Germany,3,1,Peru, ,17875,3,1,AGUILAR ELIZALDE Abel (MEX),ORTIZ DE MENDIBIL Jose Maria (ESP),SBARDELLA Antonio (ITA),250,1840,FRG,PER,Home Win,4
